0: {wait: 0.0, buy: 0.0} => [wait, buy]
(38, 401): {wait: 401.0, buy: 401.0} => [wait, buy]
(38, 402): {wait: 402.0, buy: 402.0} => [wait, buy]
(38, 403): {wait: 403.0, buy: 403.0} => [wait, buy]
(38, 404): {wait: 404.0, buy: 404.0} => [wait, buy]
(38, 405): {wait: 405.0, buy: 405.0} => [wait, buy]
(38, 406): {wait: 406.0, buy: 406.0} => [wait, buy]
(38, 407): {wait: 407.0, buy: 407.0} => [wait, buy]
(38, 408): {wait: 408.0, buy: 408.0} => [wait, buy]
(38, 409): {wait: 409.0, buy: 409.0} => [wait, buy]
(38, 410): {wait: 410.0, buy: 410.0} => [wait, buy]
(38, 411): {wait: 411.0, buy: 411.0} => [wait, buy]
(38, 412): {wait: 412.0, buy: 412.0} => [wait, buy]
(38, 413): {wait: 413.0, buy: 413.0} => [wait, buy]
(38, 414): {wait: 414.0, buy: 414.0} => [wait, buy]
(38, 415): {wait: 415.0, buy: 415.0} => [wait, buy]
(38, 416): {wait: 416.0, buy: 416.0} => [wait, buy]
(38, 417): {wait: 417.0, buy: 417.0} => [wait, buy]
(38, 418): {wait: 418.0, buy: 418.0} => [wait, buy]
(38, 419): {wait: 419.0, buy: 419.0} => [wait, buy]
(38, 420): {wait: 420.0, buy: 420.0} => [wait, buy]
(38, 421): {wait: 421.0, buy: 421.0} => [wait, buy]
(38, 422): {wait: 422.0, buy: 422.0} => [wait, buy]
(38, 423): {wait: 423.0, buy: 423.0} => [wait, buy]
(38, 424): {wait: 424.0, buy: 424.0} => [wait, buy]
(38, 425): {wait: 425.0, buy: 425.0} => [wait, buy]
(38, 426): {wait: 426.0, buy: 426.0} => [wait, buy]
(38, 427): {wait: 427.0, buy: 427.0} => [wait, buy]
(38, 428): {wait: 428.0, buy: 428.0} => [wait, buy]
(38, 429): {wait: 429.0, buy: 429.0} => [wait, buy]
(38, 430): {wait: 430.0, buy: 430.0} => [wait, buy]
(38, 431): {wait: 431.0, buy: 431.0} => [wait, buy]
(38, 432): {wait: 432.0, buy: 432.0} => [wait, buy]
(38, 433): {wait: 433.0, buy: 433.0} => [wait, buy]
(38, 434): {wait: 434.0, buy: 434.0} => [wait, buy]
(38, 435): {wait: 435.0, buy: 435.0} => [wait, buy]
(38, 436): {wait: 436.0, buy: 436.0} => [wait, buy]
(38, 437): {wait: 437.0, buy: 437.0} => [wait, buy]
(38, 438): {wait: 438.0, buy: 438.0} => [wait, buy]
(38, 439): {wait: 439.0, buy: 439.0} => [wait, buy]
(38, 440): {wait: 440.0, buy: 440.0} => [wait, buy]
(38, 441): {wait: 441.0, buy: 441.0} => [wait, buy]
(38, 442): {wait: 442.0, buy: 442.0} => [wait, buy]
(38, 443): {wait: 443.0, buy: 443.0} => [wait, buy]
(38, 444): {wait: 444.0, buy: 444.0} => [wait, buy]
(38, 445): {wait: 445.0, buy: 445.0} => [wait, buy]
(38, 446): {wait: 446.0, buy: 446.0} => [wait, buy]
(38, 447): {wait: 447.0, buy: 447.0} => [wait, buy]
(38, 448): {wait: 448.0, buy: 448.0} => [wait, buy]
(38, 449): {wait: 449.0, buy: 449.0} => [wait, buy]
(38, 450): {wait: 450.0, buy: 450.0} => [wait, buy]
(38, 451): {wait: 451.0, buy: 451.0} => [wait, buy]
(38, 452): {wait: 452.0, buy: 452.0} => [wait, buy]
(38, 453): {wait: 453.0, buy: 453.0} => [wait, buy]
(38, 454): {wait: 454.0, buy: 454.0} => [wait, buy]
(38, 455): {wait: 455.0, buy: 455.0} => [wait, buy]
(38, 456): {wait: 456.0, buy: 456.0} => [wait, buy]
(38, 457): {wait: 457.0, buy: 457.0} => [wait, buy]
(38, 458): {wait: 458.0, buy: 458.0} => [wait, buy]
(38, 459): {wait: 459.0, buy: 459.0} => [wait, buy]
(38, 460): {wait: 460.0, buy: 460.0} => [wait, buy]
(38, 461): {wait: 461.0, buy: 461.0} => [wait, buy]
(38, 462): {wait: 462.0, buy: 462.0} => [wait, buy]
(38, 463): {wait: 463.0, buy: 463.0} => [wait, buy]
(38, 464): {wait: 464.0, buy: 464.0} => [wait, buy]
(38, 465): {wait: 465.0, buy: 465.0} => [wait, buy]
(38, 466): {wait: 466.0, buy: 466.0} => [wait, buy]
(38, 467): {wait: 467.0, buy: 467.0} => [wait, buy]
(38, 468): {wait: 468.0, buy: 468.0} => [wait, buy]
(38, 469): {wait: 469.0, buy: 469.0} => [wait, buy]
(38, 470): {wait: 470.0, buy: 470.0} => [wait, buy]
(38, 471): {wait: 471.0, buy: 471.0} => [wait, buy]
(38, 472): {wait: 472.0, buy: 472.0} => [wait, buy]
(38, 473): {wait: 473.0, buy: 473.0} => [wait, buy]
(38, 474): {wait: 474.0, buy: 474.0} => [wait, buy]
(38, 475): {wait: 475.0, buy: 475.0} => [wait, buy]
(38, 476): {wait: 476.0, buy: 476.0} => [wait, buy]
(38, 477): {wait: 477.0, buy: 477.0} => [wait, buy]
(38, 478): {wait: 478.0, buy: 478.0} => [wait, buy]
(38, 479): {wait: 479.0, buy: 479.0} => [wait, buy]
(38, 480): {wait: 480.0, buy: 480.0} => [wait, buy]
(38, 481): {wait: 481.0, buy: 481.0} => [wait, buy]
(38, 482): {wait: 482.0, buy: 482.0} => [wait, buy]
(38, 483): {wait: 483.0, buy: 483.0} => [wait, buy]
(38, 484): {wait: 484.0, buy: 484.0} => [wait, buy]
(38, 485): {wait: 485.0, buy: 485.0} => [wait, buy]
(39, 110): {wait: 110.0, buy: 110.0} => [wait, buy]
(39, 111): {wait: 111.0, buy: 111.0} => [wait, buy]
(39, 112): {wait: 112.0, buy: 112.0} => [wait, buy]
(39, 113): {wait: 113.0, buy: 113.0} => [wait, buy]
(39, 114): {wait: 114.0, buy: 114.0} => [wait, buy]
(39, 115): {wait: 115.0, buy: 115.0} => [wait, buy]
(39, 116): {wait: 116.0, buy: 116.0} => [wait, buy]
(39, 117): {wait: 117.0, buy: 117.0} => [wait, buy]
(39, 118): {wait: 118.0, buy: 118.0} => [wait, buy]
(39, 119): {wait: 119.0, buy: 119.0} => [wait, buy]
(39, 120): {wait: 120.0, buy: 120.0} => [wait, buy]
(39, 121): {wait: 121.0, buy: 121.0} => [wait, buy]
(39, 122): {wait: 122.0, buy: 122.0} => [wait, buy]
(39, 123): {wait: 123.0, buy: 123.0} => [wait, buy]
(39, 124): {wait: 124.0, buy: 124.0} => [wait, buy]
(39, 125): {wait: 125.0, buy: 125.0} => [wait, buy]
(39, 126): {wait: 126.0, buy: 126.0} => [wait, buy]
(39, 127): {wait: 127.0, buy: 127.0} => [wait, buy]
(39, 128): {wait: 128.0, buy: 128.0} => [wait, buy]
(39, 129): {wait: 129.0, buy: 129.0} => [wait, buy]
(39, 130): {wait: 130.0, buy: 130.0} => [wait, buy]
(39, 131): {wait: 131.0, buy: 131.0} => [wait, buy]
(39, 132): {wait: 132.0, buy: 132.0} => [wait, buy]
(39, 133): {wait: 133.0, buy: 133.0} => [wait, buy]
(39, 134): {wait: 134.0, buy: 134.0} => [wait, buy]
(39, 135): {wait: 135.0, buy: 135.0} => [wait, buy]
(39, 136): {wait: 136.0, buy: 136.0} => [wait, buy]
(39, 137): {wait: 137.0, buy: 137.0} => [wait, buy]
(39, 138): {wait: 138.0, buy: 138.0} => [wait, buy]
(39, 139): {wait: 139.0, buy: 139.0} => [wait, buy]
(39, 140): {wait: 140.0, buy: 140.0} => [wait, buy]
(39, 141): {wait: 141.0, buy: 141.0} => [wait, buy]
(39, 142): {wait: 142.0, buy: 142.0} => [wait, buy]
(39, 143): {wait: 143.0, buy: 143.0} => [wait, buy]
(39, 144): {wait: 144.0, buy: 144.0} => [wait, buy]
(39, 145): {wait: 145.0, buy: 145.0} => [wait, buy]
(39, 146): {wait: 146.0, buy: 146.0} => [wait, buy]
(39, 147): {wait: 147.0, buy: 147.0} => [wait, buy]
(39, 148): {wait: 148.0, buy: 148.0} => [wait, buy]
(39, 149): {wait: 149.0, buy: 149.0} => [wait, buy]
(39, 150): {wait: 150.0, buy: 150.0} => [wait, buy]
(39, 151): {wait: 151.0, buy: 151.0} => [wait, buy]
(39, 152): {wait: 152.0, buy: 152.0} => [wait, buy]
(39, 153): {wait: 153.0, buy: 153.0} => [wait, buy]
(39, 154): {wait: 154.0, buy: 154.0} => [wait, buy]
(39, 155): {wait: 155.0, buy: 155.0} => [wait, buy]
(39, 156): {wait: 156.0, buy: 156.0} => [wait, buy]
(39, 157): {wait: 157.0, buy: 157.0} => [wait, buy]
(39, 158): {wait: 158.0, buy: 158.0} => [wait, buy]
(39, 159): {wait: 159.0, buy: 159.0} => [wait, buy]
(39, 160): {wait: 160.0, buy: 160.0} => [wait, buy]
(39, 161): {wait: 161.0, buy: 161.0} => [wait, buy]
(39, 162): {wait: 162.0, buy: 162.0} => [wait, buy]
(39, 163): {wait: 163.0, buy: 163.0} => [wait, buy]
(39, 164): {wait: 164.0, buy: 164.0} => [wait, buy]
(39, 165): {wait: 165.0, buy: 165.0} => [wait, buy]
(39, 166): {wait: 166.0, buy: 166.0} => [wait, buy]
(39, 167): {wait: 167.0, buy: 167.0} => [wait, buy]
(39, 168): {wait: 168.0, buy: 168.0} => [wait, buy]
(39, 169): {wait: 169.0, buy: 169.0} => [wait, buy]
(39, 170): {wait: 170.0, buy: 170.0} => [wait, buy]
(39, 171): {wait: 171.0, buy: 171.0} => [wait, buy]
(39, 172): {wait: 172.0, buy: 172.0} => [wait, buy]
(39, 173): {wait: 173.0, buy: 173.0} => [wait, buy]
(39, 174): {wait: 174.0, buy: 174.0} => [wait, buy]
(39, 175): {wait: 175.0, buy: 175.0} => [wait, buy]
(39, 176): {wait: 176.0, buy: 176.0} => [wait, buy]
(39, 177): {wait: 177.0, buy: 177.0} => [wait, buy]
(39, 178): {wait: 178.0, buy: 178.0} => [wait, buy]
(39, 179): {wait: 179.0, buy: 179.0} => [wait, buy]
(39, 180): {wait: 180.0, buy: 180.0} => [wait, buy]
(39, 181): {wait: 181.0, buy: 181.0} => [wait, buy]
(39, 182): {wait: 182.0, buy: 182.0} => [wait, buy]
(39, 183): {wait: 183.0, buy: 183.0} => [wait, buy]
(39, 184): {wait: 184.0, buy: 184.0} => [wait, buy]
(39, 185): {wait: 185.0, buy: 185.0} => [wait, buy]
(39, 186): {wait: 186.0, buy: 186.0} => [wait, buy]
(39, 187): {wait: 187.0, buy: 187.0} => [wait, buy]
(39, 188): {wait: 188.0, buy: 188.0} => [wait, buy]
(39, 189): {wait: 189.0, buy: 189.0} => [wait, buy]
(39, 190): {wait: 190.0, buy: 190.0} => [wait, buy]
(39, 191): {wait: 191.0, buy: 191.0} => [wait, buy]
(39, 192): {wait: 192.0, buy: 192.0} => [wait, buy]
(39, 193): {wait: 193.0, buy: 193.0} => [wait, buy]
(39, 194): {wait: 194.0, buy: 194.0} => [wait, buy]
(39, 195): {wait: 195.0, buy: 195.0} => [wait, buy]
(39, 196): {wait: 196.0, buy: 196.0} => [wait, buy]
(39, 197): {wait: 197.0, buy: 197.0} => [wait, buy]
(39, 198): {wait: 198.0, buy: 198.0} => [wait, buy]
(39, 199): {wait: 199.0, buy: 199.0} => [wait, buy]
(39, 200): {wait: 200.0, buy: 200.0} => [wait, buy]
(39, 201): {wait: 201.0, buy: 201.0} => [wait, buy]
(39, 202): {wait: 202.0, buy: 202.0} => [wait, buy]
(39, 203): {wait: 203.0, buy: 203.0} => [wait, buy]
(39, 204): {wait: 204.0, buy: 204.0} => [wait, buy]
(39, 205): {wait: 205.0, buy: 205.0} => [wait, buy]
(39, 206): {wait: 206.0, buy: 206.0} => [wait, buy]
(39, 207): {wait: 207.0, buy: 207.0} => [wait, buy]
(39, 208): {wait: 208.0, buy: 208.0} => [wait, buy]
(39, 209): {wait: 209.0, buy: 209.0} => [wait, buy]
(39, 210): {wait: 210.0, buy: 210.0} => [wait, buy]
(39, 211): {wait: 211.0, buy: 211.0} => [wait, buy]
(39, 212): {wait: 212.0, buy: 212.0} => [wait, buy]
(39, 213): {wait: 213.0, buy: 213.0} => [wait, buy]
(39, 214): {wait: 214.0, buy: 214.0} => [wait, buy]
(39, 215): {wait: 215.0, buy: 215.0} => [wait, buy]
(39, 216): {wait: 216.0, buy: 216.0} => [wait, buy]
(39, 217): {wait: 217.0, buy: 217.0} => [wait, buy]
(39, 218): {wait: 218.0, buy: 218.0} => [wait, buy]
(39, 219): {wait: 219.0, buy: 219.0} => [wait, buy]
(39, 220): {wait: 220.0, buy: 220.0} => [wait, buy]
(39, 221): {wait: 221.0, buy: 221.0} => [wait, buy]
(39, 222): {wait: 222.0, buy: 222.0} => [wait, buy]
(39, 223): {wait: 223.0, buy: 223.0} => [wait, buy]
(39, 224): {wait: 224.0, buy: 224.0} => [wait, buy]
(39, 225): {wait: 225.0, buy: 225.0} => [wait, buy]
(39, 226): {wait: 226.0, buy: 226.0} => [wait, buy]
(39, 227): {wait: 227.0, buy: 227.0} => [wait, buy]
(39, 228): {wait: 228.0, buy: 228.0} => [wait, buy]
(39, 229): {wait: 229.0, buy: 229.0} => [wait, buy]
(39, 230): {wait: 230.0, buy: 230.0} => [wait, buy]
(39, 231): {wait: 231.0, buy: 231.0} => [wait, buy]
(39, 232): {wait: 232.0, buy: 232.0} => [wait, buy]
(39, 233): {wait: 233.0, buy: 233.0} => [wait, buy]
(39, 234): {wait: 234.0, buy: 234.0} => [wait, buy]
(39, 235): {wait: 235.0, buy: 235.0} => [wait, buy]
(39, 236): {wait: 236.0, buy: 236.0} => [wait, buy]
(39, 237): {wait: 237.0, buy: 237.0} => [wait, buy]
(39, 238): {wait: 238.0, buy: 238.0} => [wait, buy]
(39, 239): {wait: 239.0, buy: 239.0} => [wait, buy]
(39, 240): {wait: 240.0, buy: 240.0} => [wait, buy]
(39, 241): {wait: 241.0, buy: 241.0} => [wait, buy]
(39, 242): {wait: 242.0, buy: 242.0} => [wait, buy]
(39, 243): {wait: 243.0, buy: 243.0} => [wait, buy]
(39, 244): {wait: 244.0, buy: 244.0} => [wait, buy]
(39, 245): {wait: 245.0, buy: 245.0} => [wait, buy]
(39, 246): {wait: 246.0, buy: 246.0} => [wait, buy]
(39, 247): {wait: 247.0, buy: 247.0} => [wait, buy]
(39, 248): {wait: 248.0, buy: 248.0} => [wait, buy]
(39, 249): {wait: 249.0, buy: 249.0} => [wait, buy]
(39, 250): {wait: 250.0, buy: 250.0} => [wait, buy]
(39, 251): {wait: 251.0, buy: 251.0} => [wait, buy]
(39, 252): {wait: 252.0, buy: 252.0} => [wait, buy]
(39, 253): {wait: 253.0, buy: 253.0} => [wait, buy]
(39, 254): {wait: 254.0, buy: 254.0} => [wait, buy]
(39, 255): {wait: 255.0, buy: 255.0} => [wait, buy]
(39, 256): {wait: 256.0, buy: 256.0} => [wait, buy]
(39, 257): {wait: 257.0, buy: 257.0} => [wait, buy]
(39, 258): {wait: 258.0, buy: 258.0} => [wait, buy]
(39, 259): {wait: 259.0, buy: 259.0} => [wait, buy]
(39, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(39, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(39, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(39, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(39, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(39, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(39, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(39, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(39, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(39, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(39, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(39, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(39, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(39, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(39, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(39, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(39, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(39, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(39, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(39, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(39, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(39, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(39, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(39, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(39, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(39, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(39, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(39, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(39, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(39, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(39, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(39, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(39, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(39, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(39, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(39, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(39, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(39, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(39, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(39, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(39, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(39, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(39, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(39, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(39, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(39, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(39, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(39, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(39, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(39, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(39, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(39, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(39, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(39, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(39, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(39, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(39, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(39, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(39, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(39, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(39, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(39, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(39, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(39, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(39, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(39, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(39, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(39, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(39, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(39, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(39, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(39, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(39, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(39, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(39, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(39, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(39, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(39, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(39, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(39, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(39, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(39, 341): {wait: 341.0, buy: 341.0} => [wait, buy]
(39, 342): {wait: 342.0, buy: 342.0} => [wait, buy]
(39, 343): {wait: 343.0, buy: 343.0} => [wait, buy]
(39, 344): {wait: 344.0, buy: 344.0} => [wait, buy]
(39, 345): {wait: 345.0, buy: 345.0} => [wait, buy]
(39, 346): {wait: 346.0, buy: 346.0} => [wait, buy]
(39, 347): {wait: 347.0, buy: 347.0} => [wait, buy]
(39, 348): {wait: 348.0, buy: 348.0} => [wait, buy]
(39, 349): {wait: 349.0, buy: 349.0} => [wait, buy]
(39, 350): {wait: 350.0, buy: 350.0} => [wait, buy]
(39, 351): {wait: 351.0, buy: 351.0} => [wait, buy]
(39, 352): {wait: 352.0, buy: 352.0} => [wait, buy]
(39, 353): {wait: 353.0, buy: 353.0} => [wait, buy]
(39, 354): {wait: 354.0, buy: 354.0} => [wait, buy]
(39, 355): {wait: 355.0, buy: 355.0} => [wait, buy]
(39, 356): {wait: 356.0, buy: 356.0} => [wait, buy]
(39, 357): {wait: 357.0, buy: 357.0} => [wait, buy]
(39, 358): {wait: 358.0, buy: 358.0} => [wait, buy]
(39, 359): {wait: 359.0, buy: 359.0} => [wait, buy]
(39, 360): {wait: 360.0, buy: 360.0} => [wait, buy]
(39, 361): {wait: 361.0, buy: 361.0} => [wait, buy]
(39, 362): {wait: 362.0, buy: 362.0} => [wait, buy]
(39, 363): {wait: 363.0, buy: 363.0} => [wait, buy]
(39, 364): {wait: 364.0, buy: 364.0} => [wait, buy]
(39, 365): {wait: 365.0, buy: 365.0} => [wait, buy]
(39, 366): {wait: 366.0, buy: 366.0} => [wait, buy]
(39, 367): {wait: 367.0, buy: 367.0} => [wait, buy]
(39, 368): {wait: 368.0, buy: 368.0} => [wait, buy]
(39, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(39, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(39, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(39, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(39, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(39, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(39, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(39, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(39, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(39, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(39, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(39, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(39, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(39, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(39, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(39, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(39, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(39, 386): {wait: 386.0, buy: 386.0} => [wait, buy]
(39, 387): {wait: 387.0, buy: 387.0} => [wait, buy]
(39, 388): {wait: 388.0, buy: 388.0} => [wait, buy]
(39, 389): {wait: 389.0, buy: 389.0} => [wait, buy]
(39, 390): {wait: 390.0, buy: 390.0} => [wait, buy]
(39, 391): {wait: 391.0, buy: 391.0} => [wait, buy]
(39, 392): {wait: 392.0, buy: 392.0} => [wait, buy]
(39, 393): {wait: 393.0, buy: 393.0} => [wait, buy]
(39, 394): {wait: 394.0, buy: 394.0} => [wait, buy]
(39, 395): {wait: 395.0, buy: 395.0} => [wait, buy]
(39, 396): {wait: 396.0, buy: 396.0} => [wait, buy]
(39, 397): {wait: 397.0, buy: 397.0} => [wait, buy]
(39, 398): {wait: 398.0, buy: 398.0} => [wait, buy]
(39, 399): {wait: 399.0, buy: 399.0} => [wait, buy]
(39, 400): {wait: 400.0, buy: 400.0} => [wait, buy]
(39, 401): {wait: 401.0, buy: 401.0} => [wait, buy]
(39, 402): {wait: 402.0, buy: 402.0} => [wait, buy]
(39, 403): {wait: 403.0, buy: 403.0} => [wait, buy]
(39, 404): {wait: 404.0, buy: 404.0} => [wait, buy]
(39, 405): {wait: 405.0, buy: 405.0} => [wait, buy]
(39, 406): {wait: 406.0, buy: 406.0} => [wait, buy]
(39, 407): {wait: 407.0, buy: 407.0} => [wait, buy]
(39, 408): {wait: 408.0, buy: 408.0} => [wait, buy]
(39, 409): {wait: 409.0, buy: 409.0} => [wait, buy]
(39, 410): {wait: 410.0, buy: 410.0} => [wait, buy]
(39, 411): {wait: 411.0, buy: 411.0} => [wait, buy]
(39, 412): {wait: 412.0, buy: 412.0} => [wait, buy]
(39, 413): {wait: 413.0, buy: 413.0} => [wait, buy]
(39, 414): {wait: 414.0, buy: 414.0} => [wait, buy]
(39, 415): {wait: 415.0, buy: 415.0} => [wait, buy]
(39, 416): {wait: 416.0, buy: 416.0} => [wait, buy]
(39, 417): {wait: 417.0, buy: 417.0} => [wait, buy]
(39, 418): {wait: 418.0, buy: 418.0} => [wait, buy]
(39, 419): {wait: 419.0, buy: 419.0} => [wait, buy]
(39, 420): {wait: 420.0, buy: 420.0} => [wait, buy]
(39, 421): {wait: 421.0, buy: 421.0} => [wait, buy]
(39, 422): {wait: 422.0, buy: 422.0} => [wait, buy]
(39, 423): {wait: 423.0, buy: 423.0} => [wait, buy]
(39, 424): {wait: 424.0, buy: 424.0} => [wait, buy]
(39, 425): {wait: 425.0, buy: 425.0} => [wait, buy]
(39, 426): {wait: 426.0, buy: 426.0} => [wait, buy]
(39, 427): {wait: 427.0, buy: 427.0} => [wait, buy]
(39, 428): {wait: 428.0, buy: 428.0} => [wait, buy]
(39, 429): {wait: 429.0, buy: 429.0} => [wait, buy]
(39, 430): {wait: 430.0, buy: 430.0} => [wait, buy]
(39, 431): {wait: 431.0, buy: 431.0} => [wait, buy]
(39, 432): {wait: 432.0, buy: 432.0} => [wait, buy]
(39, 433): {wait: 433.0, buy: 433.0} => [wait, buy]
(39, 434): {wait: 434.0, buy: 434.0} => [wait, buy]
(39, 435): {wait: 435.0, buy: 435.0} => [wait, buy]
(39, 436): {wait: 436.0, buy: 436.0} => [wait, buy]
(39, 437): {wait: 437.0, buy: 437.0} => [wait, buy]
(39, 438): {wait: 438.0, buy: 438.0} => [wait, buy]
(39, 439): {wait: 439.0, buy: 439.0} => [wait, buy]
(39, 440): {wait: 440.0, buy: 440.0} => [wait, buy]
(39, 441): {wait: 441.0, buy: 441.0} => [wait, buy]
(39, 442): {wait: 442.0, buy: 442.0} => [wait, buy]
(39, 443): {wait: 443.0, buy: 443.0} => [wait, buy]
(39, 444): {wait: 444.0, buy: 444.0} => [wait, buy]
(39, 445): {wait: 445.0, buy: 445.0} => [wait, buy]
(39, 446): {wait: 446.0, buy: 446.0} => [wait, buy]
(39, 447): {wait: 447.0, buy: 447.0} => [wait, buy]
(39, 448): {wait: 448.0, buy: 448.0} => [wait, buy]
(39, 449): {wait: 449.0, buy: 449.0} => [wait, buy]
(39, 450): {wait: 450.0, buy: 450.0} => [wait, buy]
(39, 451): {wait: 451.0, buy: 451.0} => [wait, buy]
(39, 452): {wait: 452.0, buy: 452.0} => [wait, buy]
(39, 453): {wait: 453.0, buy: 453.0} => [wait, buy]
(39, 454): {wait: 454.0, buy: 454.0} => [wait, buy]
(39, 455): {wait: 455.0, buy: 455.0} => [wait, buy]
(39, 456): {wait: 456.0, buy: 456.0} => [wait, buy]
(39, 457): {wait: 457.0, buy: 457.0} => [wait, buy]
(39, 458): {wait: 458.0, buy: 458.0} => [wait, buy]
(39, 459): {wait: 459.0, buy: 459.0} => [wait, buy]
(39, 460): {wait: 460.0, buy: 460.0} => [wait, buy]
